-9223372036854774957	1	-9223372036854775756	\N
-9223372036854774957	1	-9223372036854775755	\N
-9223372036854774957	1	-9223372036854775754	\N
-9223372036854774957	1	-9223372036854775753	\N
-9223372036854774954	1	-9223372036854775756	\N
-9223372036854774954	1	-9223372036854775755	\N
-9223372036854774954	1	-9223372036854775754	\N
-9223372036854774954	1	-9223372036854775753	\N
-9223372036854774954	1	-9223372036854774953	\N
-9223372036854774954	1	-9223372036854774952	\N
-9223372036854774954	1	-9223372036854774951	\N
-9223372036854774954	1	-9223372036854774950	\N
-9223372036854774954	1	-9223372036854774949	\N
-9223372036854774954	1	-9223372036854774948	\N
-9223372036854774954	1	-9223372036854774947	\N
-9223372036854774954	1	-9223372036854774946	\N
-9223372036854774954	1	-9223372036854774945	\N
-9223372036854774954	1	-9223372036854774944	\N
-9223372036854774954	2	-9223372036854774952	\N
-9223372036854774954	2	-9223372036854774951	\N
-9223372036854774954	2	-9223372036854774950	\N
-9223372036854774954	2	-9223372036854774949	\N
-9223372036854774954	2	-9223372036854774947	\N
-9223372036854774954	2	-9223372036854774946	\N
-9223372036854774954	2	-9223372036854774945	\N
-9223372036854774942	1	-9223372036854775756	\N
-9223372036854774942	1	-9223372036854775755	\N
-9223372036854774942	1	-9223372036854775754	\N
-9223372036854774942	1	-9223372036854775753	\N
-9223372036854774942	1	-9223372036854774953	\N
-9223372036854774942	1	-9223372036854774948	\N
-9223372036854774942	1	-9223372036854774941	\N
-9223372036854774942	2	-9223372036854774950	\N
-9223372036854774942	2	-9223372036854774948	\N
-9223372036854774942	2	-9223372036854774940	\N
-9223372036854774942	2	-9223372036854774939	\N
-9223372036854774942	2	-9223372036854774938	\N
-9223372036854774942	2	-9223372036854774937	\N
-9223372036854774942	2	-9223372036854774936	\N
-9223372036854774934	1	-9223372036854775756	\N
-9223372036854774934	1	-9223372036854775755	\N
-9223372036854774934	1	-9223372036854775754	\N
-9223372036854774934	1	-9223372036854775753	\N
-9223372036854774934	1	-9223372036854774953	\N
-9223372036854774934	1	-9223372036854774952	\N
-9223372036854774934	1	-9223372036854774950	\N
-9223372036854774934	1	-9223372036854774948	\N
-9223372036854774934	1	-9223372036854774944	\N
-9223372036854774934	1	-9223372036854774940	\N
-9223372036854774934	1	-9223372036854774939	\N
-9223372036854774934	1	-9223372036854774938	\N
-9223372036854774934	1	-9223372036854774937	\N
-9223372036854774934	1	-9223372036854774936	\N
-9223372036854774934	1	-9223372036854774933	\N
-9223372036854774934	1	-9223372036854774932	\N
-9223372036854774934	1	-9223372036854774931	\N
-9223372036854774934	1	-9223372036854774930	\N
-9223372036854774934	1	-9223372036854774929	\N
-9223372036854774934	1	-9223372036854774928	\N
-9223372036854774934	1	-9223372036854774927	\N
-9223372036854774934	1	-9223372036854774926	\N
-9223372036854774934	1	-9223372036854774925	\N
-9223372036854774934	1	-9223372036854774924	\N
-9223372036854774934	1	-9223372036854774923	\N
-9223372036854774934	1	-9223372036854774922	\N
-9223372036854774934	1	-9223372036854774921	\N
-9223372036854774934	1	-9223372036854774920	\N
-9223372036854774934	1	-9223372036854774919	\N
-9223372036854774934	1	-9223372036854774918	\N
-9223372036854774934	2	-9223372036854774952	\N
-9223372036854774934	2	-9223372036854774950	\N
-9223372036854774934	2	-9223372036854774940	\N
-9223372036854774934	2	-9223372036854774939	\N
-9223372036854774934	2	-9223372036854774938	\N
-9223372036854774934	2	-9223372036854774937	\N
-9223372036854774934	2	-9223372036854774936	\N
-9223372036854774934	2	-9223372036854774933	\N
-9223372036854774934	2	-9223372036854774932	\N
-9223372036854774934	2	-9223372036854774931	\N
-9223372036854774934	2	-9223372036854774930	\N
-9223372036854774934	2	-9223372036854774929	\N
-9223372036854774934	2	-9223372036854774928	\N
-9223372036854774934	2	-9223372036854774927	\N
-9223372036854774934	2	-9223372036854774926	\N
-9223372036854774934	2	-9223372036854774925	\N
-9223372036854774934	2	-9223372036854774924	\N
-9223372036854774934	2	-9223372036854774923	\N
-9223372036854774934	2	-9223372036854774922	\N
-9223372036854774934	2	-9223372036854774921	\N
-9223372036854774934	2	-9223372036854774919	\N
-9223372036854774934	2	-9223372036854774918	\N
-9223372036854774916	1	-9223372036854774915	\N
-9223372036854774912	3	-9223372036854775756	\N
-9223372036854774912	3	-9223372036854775755	\N
-9223372036854774912	3	-9223372036854775754	\N
-9223372036854774912	3	-9223372036854775753	\N
-9223372036854774912	3	-9223372036854774953	\N
-9223372036854774912	3	-9223372036854774951	\N
-9223372036854774912	3	-9223372036854774950	\N
-9223372036854774912	3	-9223372036854774949	\N
-9223372036854774912	3	-9223372036854774946	\N
-9223372036854774912	3	-9223372036854774944	\N
-9223372036854774912	3	-9223372036854774936	\N
-9223372036854774912	3	-9223372036854774933	\N
-9223372036854774912	3	-9223372036854774932	\N
-9223372036854774912	3	-9223372036854774929	\N
-9223372036854774912	3	-9223372036854774928	\N
-9223372036854774912	3	-9223372036854774926	\N
-9223372036854774912	3	-9223372036854774911	\N
-9223372036854774912	3	-9223372036854774910	\N
-9223372036854774912	3	-9223372036854774909	\N
-9223372036854774912	3	-9223372036854774908	\N
-9223372036854774912	3	-9223372036854774907	\N
-9223372036854774912	3	-9223372036854774906	\N
-9223372036854774912	3	-9223372036854774905	\N
-9223372036854774912	3	-9223372036854774904	\N
-9223372036854774912	3	-9223372036854774903	\N
-9223372036854774912	3	-9223372036854774902	\N
-9223372036854774912	3	-9223372036854774901	\N
-9223372036854774912	3	-9223372036854774900	\N
-9223372036854774912	3	-9223372036854774899	\N
-9223372036854774912	3	-9223372036854774898	\N
-9223372036854774912	3	-9223372036854774897	\N
-9223372036854774912	3	-9223372036854774896	\N
-9223372036854774912	3	-9223372036854774895	\N
-9223372036854774912	3	-9223372036854774894	\N
-9223372036854774912	3	-9223372036854774893	\N
-9223372036854774912	3	-9223372036854774892	\N
-9223372036854774912	3	-9223372036854774891	\N
-9223372036854774912	3	-9223372036854774890	\N
-9223372036854774912	3	-9223372036854774889	\N
-9223372036854774912	3	-9223372036854774888	\N
-9223372036854774912	3	-9223372036854774887	\N
-9223372036854774912	3	-9223372036854774886	\N
-9223372036854774912	3	-9223372036854774885	\N
-9223372036854774912	3	-9223372036854774884	\N
-9223372036854774912	3	-9223372036854774883	\N
-9223372036854774912	3	-9223372036854774882	\N
-9223372036854774912	3	-9223372036854774881	\N
-9223372036854774912	3	-9223372036854774880	\N
-9223372036854774912	3	-9223372036854774879	\N
-9223372036854774912	3	-9223372036854774878	\N
-9223372036854774912	3	-9223372036854774877	\N
-9223372036854774912	3	-9223372036854774876	\N
-9223372036854774912	3	-9223372036854774875	\N
-9223372036854774912	3	-9223372036854774874	\N
-9223372036854774912	3	-9223372036854774873	\N
-9223372036854774912	3	-9223372036854774872	\N
-9223372036854774912	3	-9223372036854774871	\N
-9223372036854774912	3	-9223372036854774870	\N
-9223372036854774912	3	-9223372036854774869	\N
-9223372036854774912	3	-9223372036854774868	\N
-9223372036854774912	3	-9223372036854774867	\N
-9223372036854774912	3	-9223372036854774866	\N
-9223372036854774912	3	-9223372036854774865	\N
-9223372036854774912	3	-9223372036854774864	\N
-9223372036854774912	3	-9223372036854774863	\N
-9223372036854774912	3	-9223372036854774862	\N
-9223372036854774912	3	-9223372036854774861	\N
-9223372036854774912	3	-9223372036854774860	\N
-9223372036854774912	3	-9223372036854774859	\N
-9223372036854774912	3	-9223372036854774858	\N
-9223372036854774912	3	-9223372036854774857	\N
-9223372036854774912	3	-9223372036854774856	\N
-9223372036854774912	3	-9223372036854774855	\N
-9223372036854774912	3	-9223372036854774854	\N
-9223372036854774912	3	-9223372036854774853	\N
-9223372036854774912	3	-9223372036854774852	\N
-9223372036854774912	3	-9223372036854774851	\N
-9223372036854774912	3	-9223372036854774850	\N
-9223372036854774912	3	-9223372036854774849	\N
-9223372036854774912	3	-9223372036854774848	\N
-9223372036854774912	3	-9223372036854774847	\N
-9223372036854774912	3	-9223372036854774846	\N
-9223372036854774912	3	-9223372036854774845	\N
-9223372036854774912	3	-9223372036854774844	\N
-9223372036854774912	3	-9223372036854774843	\N
-9223372036854774912	3	-9223372036854774842	\N
-9223372036854774912	3	-9223372036854774841	\N
-9223372036854774912	3	-9223372036854774840	\N
-9223372036854774912	3	-9223372036854774839	\N
-9223372036854774912	3	-9223372036854774838	\N
-9223372036854774912	3	-9223372036854774837	\N
-9223372036854774912	3	-9223372036854774836	\N
-9223372036854774835	1	-9223372036854775755	\N
-9223372036854774835	1	-9223372036854774953	\N
-9223372036854774835	1	-9223372036854774925	\N
-9223372036854774835	1	-9223372036854774924	\N
-9223372036854774835	2	-9223372036854774925	\N
-9223372036854774835	2	-9223372036854774924	\N
-9223372036854774834	1	-9223372036854774950	\N
-9223372036854774834	1	-9223372036854774940	\N
-9223372036854774834	1	-9223372036854774939	\N
-9223372036854774834	1	-9223372036854774936	\N
-9223372036854774834	1	-9223372036854774926	\N
-9223372036854774834	2	-9223372036854774950	\N
-9223372036854774834	2	-9223372036854774940	\N
-9223372036854774834	2	-9223372036854774939	\N
-9223372036854774834	2	-9223372036854774936	\N
-9223372036854774834	2	-9223372036854774926	\N
-9223372036854774833	1	-9223372036854775755	\N
-9223372036854774833	1	-9223372036854774953	\N
