-9223372036854775536	-9223372036854775536	0
-9223372036854775088	-9223372036854775088	0
-9223372036854775087	-9223372036854775087	0
-9223372036854775086	-9223372036854775086	0
-9223372036854775085	-9223372036854775085	0
-9223372036854775084	-9223372036854775084	0
-9223372036854774599	-9223372036854774599	0
-9223372036854774598	-9223372036854774598	0
-9223372036854774597	-9223372036854774597	0
-9223372036854774596	-9223372036854774596	0
-9223372036854774595	-9223372036854774595	0
-9223372036854774594	-9223372036854774594	0
-9223372036854774593	-9223372036854774593	0
-9223372036854774592	-9223372036854774592	0
-9223372036854774591	-9223372036854774591	0
-9223372036854774590	-9223372036854774590	0
-9223372036854774589	-9223372036854774589	0
-9223372036854774588	-9223372036854774588	0
-9223372036854774587	-9223372036854774587	0
-9223372036854774586	-9223372036854774586	0
-9223372036854774585	-9223372036854774585	0
-9223372036854774584	-9223372036854774584	0
-9223372036854774583	-9223372036854774583	0
-9223372036854774582	-9223372036854774582	0
-9223372036854774581	-9223372036854774581	0
-9223372036854774580	-9223372036854774580	0
-9223372036854774579	-9223372036854774579	0
-9223372036854774578	-9223372036854774578	0
-9223372036854774577	-9223372036854774577	0
-9223372036854774576	-9223372036854774576	0
-9223372036854774575	-9223372036854774575	0
-9223372036854774574	-9223372036854774574	0
-9223372036854774573	-9223372036854774573	0
-9223372036854774572	-9223372036854774572	0
-9223372036854774571	-9223372036854774571	0
-9223372036854774570	-9223372036854774570	0
-9223372036854774569	-9223372036854774569	0
-9223372036854774568	-9223372036854774568	0
-9223372036854774567	-9223372036854774567	0
-9223372036854774566	-9223372036854774566	0
-9223372036854774565	-9223372036854774565	0
-9223372036854774564	-9223372036854774564	0
-9223372036854774563	-9223372036854774563	0
-9223372036854774562	-9223372036854774562	0
-9223372036854774561	-9223372036854774561	0
-9223372036854774560	-9223372036854774560	0
-9223372036854774559	-9223372036854774559	0
-9223372036854774558	-9223372036854774558	0
-9223372036854774557	-9223372036854774557	0
-9223372036854774556	-9223372036854774556	0
-9223372036854774555	-9223372036854774555	0
-9223372036854774554	-9223372036854774554	0
-9223372036854774553	-9223372036854774553	0
-9223372036854774552	-9223372036854774552	0
-9223372036854774551	-9223372036854774551	0
-9223372036854774550	-9223372036854774550	0
-9223372036854774549	-9223372036854774549	0
-9223372036854774548	-9223372036854774548	0
-9223372036854774547	-9223372036854774547	0
-9223372036854774546	-9223372036854774546	0
-9223372036854774545	-9223372036854774545	0
-9223372036854774544	-9223372036854774544	0
-9223372036854774543	-9223372036854774543	0
-9223372036854774542	-9223372036854774542	0
-9223372036854774541	-9223372036854774541	0
-9223372036854774540	-9223372036854774540	0
-9223372036854774539	-9223372036854774539	0
-9223372036854774538	-9223372036854774538	0
-9223372036854774537	-9223372036854774537	0
-9223372036854774536	-9223372036854774536	0
-9223372036854774535	-9223372036854774535	0
-9223372036854774534	-9223372036854774534	0
-9223372036853775808	-9223372036853775808	0
-9223372036853775807	-9223372036853775807	0
-9223372036853775806	-9223372036853775806	0
-9223372036853775805	-9223372036853775805	0
-9223372036854775536	-9223372036854775088	1
-9223372036854775088	-9223372036854775087	1
-9223372036854775088	-9223372036854775086	1
-9223372036854775088	-9223372036854775085	1
-9223372036854775088	-9223372036854775084	1
-9223372036854775085	-9223372036854774598	1
-9223372036854775085	-9223372036854774596	1
-9223372036854775085	-9223372036854774591	1
-9223372036854775085	-9223372036854774585	1
-9223372036854775085	-9223372036854774548	1
-9223372036854775084	-9223372036854774580	1
-9223372036854774598	-9223372036854774599	1
-9223372036854774598	-9223372036854774595	1
-9223372036854774598	-9223372036854774594	1
-9223372036854774598	-9223372036854774593	1
